72,白色的野薑花,花語,代表「真愛」
73,白色的鈴蘭,花語,幸福即將到來
74,白色花束,花語,把我的一切都奉獻給你
75,白色康乃馨,花語,象徵著純真和純潔的愛。
76,白色菊花,花語,真實坦誠
77,白色蒲公英,花語,象徵著「停不了的愛」
78,白色繡球花,花語,天真、純潔
79,白色鐘形花,花語,感恩、感謝
80,白色鬱金香,花語,象徵著寬恕。
81,白玫瑰,花語,我足以與你相配
82,白花蝴蝶蘭,花語,象徵愛情純潔，友誼珍貴
83,白茉莉,花語,「善良」、「不虛假的愛」
84,白茶,花語,無暇
85,白菊花,花語,象徵著「忠誠」和「堅貞」
86,白橡樹,花語,獨立
87,白頭翁,花語,命運
88,白薔薇,花語,純潔的愛情
89,白鬱金香,花語,失去的愛
90,矢車菊,花語,單身的幸福
91,石竹,花語,奔放、幻想、純潔的愛、才能、大膽、女性美
92,石竹花丁香石竹,花語,大膽、積極
93,石竹花五彩石竹,花語,女性美
94,石竹花香石竹,花語,熱心
95,石斛蘭,花語,任性的美人
96,石楠花,花語,莊重
97,合歡花（金）,花語,優美
98,合歡花（黃）,花語,秘密愛情
99,吊鐘花,花語,再試一下
100,向日葵,花語,沉默的愛
101,向日葵 花語,花語,帶來美好希望、忠誠、愛慕、沈默的愛、積極、正向樂觀
102,地榮黃,花語,大地的恩賜
103,旭日藤,花語,愛的鎖鏈
104,朱槿花,花語,朱槿花的外表特殊，是由許多束小小的花蕊連結起來，包在大蕊的外面所組成的，細緻的結構，彷彿像是熱情外表之下，卻有著一顆纖細之心、微妙之美。朱槿花的花語代表了「纖細之美」、「體貼之美」、「微妙美好的戀情」
105,百日草,花語,思念亡友、愛
106,百合水仙百合,花語,喜悅、期待相逢
107,百合火百合,花語,奔放的熱情
108,百合卡薩布蘭卡,花語,偉大的愛、永不磨滅的愛情、充滿回憶、淡泊的永恒、易變的心、不要放棄深愛著的人、死亡、傲然、厭世的花、永恒的美、負擔不起的愛、沉默的守候
109,百合圣誕百合,花語,喜洋洋、慶祝、真情
110,百合玉米百合,花語,執著的愛、勇敢
111,百合（白）,花語,純潔、莊嚴、心心相印
112,百合狐尾百合,花語,尊貴、欣欣向榮、傑出
113,百合（香水）,花語,純潔、婚禮的祝福、高貴
114,百合（姬）,花語,財富、榮譽、清純、高雅
115,百合（葵）,花語,勝利、榮譽、富貴
116,百合編笠百合,花語,才能、威嚴、傑出
117,百合花,花語,純潔神聖百分之百合而為一
118,百慕達奶油花,花語,堅韌頑強
119,竹子花文竹,花語,永恒
120,竹子花富貴竹,花語,吉祥、富貴
121,竹子花龜背竹,花語,健康長壽
122,羽扇豆,花語,幸福
123,西洋水仙花,花語,愛你、期盼愛情、純潔
124,串鈴花,花語,悲戀
125,含笑花,花語,美麗、莊重、含蓄、矜持、純貞、高潔
126,含羞草,花語,自卑
127,夾竹桃（桃）,花語,咒罵
128,夾竹桃（黃）,花語,深刻的友情
129,忘憂草,花語,放下他她放下憂愁
130,扶桑花,花語,扶桑花是由許多束小小的花蕊連結起來，包在大蕊的外面所組成的。它的花語是「新鮮的戀情」、「微妙的美好」
131,李花,花語,純潔
132,杏花,花語,潔白的花瓣中帶點淡淡的粉紅，就像嬌羞的少女一樣，所以也意味著「嬌羞的愛情」，適合送給害羞可愛的少女。在古代唐詩之中，因為杏花非常容易凋謝的特性，同時它也是輕愁淡喜之花、美人遲暮之花
133,杜鵑花,花語,為了我保重你自己，溫暖的，脆的，強烈的感情
134,牡丹,花語,「繁榮」、「好運」、「美滿的婚姻」、「財富」，寓意著「濃情」、「圓滿」、「雍華富貴」，也有「百花之王」的美稱
135,芍藥,花語,謙遜、害羞，依依不捨、難分難捨
136,角松,花語,永恒的愛與約定
137,豆蔻花,花語,別離
138,並蒂蓮,花語,夫妻恩愛
139,兔尾草,花語,「在我面前不用裝堅強」，兔尾草柔柔的、看起來像是兔耳朵的外型，也非常可愛討喜
140,兩朵玫瑰,花語,象徵著共同和深切的愛
141,刺槐,花語,友誼
142,夜來香,花語,在危險邊緣尋樂
143,孤挺花,花語,因為總是兩兩成對的開花，就像兩個女孩嘰嘰喳喳地聊天一樣，所以有著「喋喋不休」的花語。另外，孤挺花的別名是「阿瑪麗麗絲」（）​， 這是古羅馬詩人歌詠的牧羊女名字，所以這種花也帶著一些浪漫、鄉野的氣息
144,幸運草,花語,幸福夢想成真
145,延齡草,花語,美貌
146,彼岸花,花語,悲傷的回憶（日本）相互思念（韓國）
147,彼岸花曼陀羅華白色彼岸花,花語,絕望的愛情 ；悲傷的回憶
148,彼岸花曼珠沙華紅色彼岸花,花語,無望的愛日本、相互思念韓國、分離 傷心不吉祥死亡之美、自由與青春永不相見
149,松蟲草,花語,寡婦的悲哀
150,林檎,花語,引誘
151,油桐花,花語,情竇初開
152,波斯菊,花語,永遠快樂
153,狗尾巴草,花語,暗戀
154,玫瑰,花語,愛情、愛與美、容光煥發、愛和艷情
155,玫瑰（白）,花語,天真、純潔、尊敬 、我足以與你相配
156,玫瑰洛麗瑪絲玫瑰,花語,死的懷念
157,玫瑰（紅）,花語,熱情、熱愛著您、熱戀
158,玫瑰香檳玫瑰,花語,愛上你是我今生最大的幸福、夢幻的感覺、想你是我最甜蜜的痛苦、和你在一起是我的驕傲、沒有你的我就像一只迷失了航線的船。
159,玫瑰（粉紅）,花語,感動、愛的宣言、銘記於心、初戀
160,玫瑰（捧花）,花語,幸福之愛
161,玫瑰（紫）,花語,珍惜的愛、浪漫真情、珍貴獨特
162,玫瑰（黃）,花語,珍重祝福、嫉妒、失戀、分手、褪色的愛、想分手
163,玫瑰（黑）,花語,黑暗、挑戰你是惡魔且為我所有）、溫柔真心
164,玫瑰（綠）,花語,純真簡樸、青春長駐
165,玫瑰（綠白色）,花語,純真、儉樸或赤子之心
166,玫瑰（橙紅色）,花語,初戀的心情、友情、青春美麗
167,玫瑰（橙黃色）,花語,富有青春氣息、美麗
168,玫瑰（藍）,花語,神秘、妖嬈、恒心、堅毅、珍貴、敦厚善良、有個性和創意、無法得到的東西
169,玫瑰（藍紫色）,花語,珍貴、珍稀、珍惜的愛
170,玫瑰（雙色）,花語,矛盾或興趣較多
171,玫瑰麝香玫瑰,花語,飄忽之美
172,芙蓉,花語,是不少中國詩人的歌頌題材，也被認為是美人的象徵。因此，花語多帶有女性美，有「高尚純潔」、「纖細之美」、「貞潔」、「早熟」之意
173,花石榴,花語,成熟的美麗
174,花刺槐,花語,隱秘的愛，隱居的美人
175,花菖蒲,花語,優雅
176,狐狸孫子花,花語,狡黠
177,虎耳草,花語,情愛
178,金木犀,花語,其實就是金桂，在江戶時期傳入日本，深受日本人的喜愛，並成為秋天的象徵。花語有「真理」、「高貴之人」的意思。
179,金合歡,花語,花語：友情、被藏匿的愛、稍縱即逝的快樂
180,金針花,花語,其實就是中國古代所說的「萱草」，象徵著母愛、母親的偉大。同時它也有著「忘卻一切憂愁」之意，是忘憂之花。
181,金雀兒,花語,謙遜
182,金雀花,花語,謙遜、卑下
183,金魚草,花語,欺騙，高尚的女士，力量
184,金魚草（紅）,花語,鴻運當頭
185,金魚草（粉）,花語,花好月圓
186,金魚草（紫）,花語,大紅大紫
187,金魚草（黃）,花語,金銀滿堂
188,金盞花,花語,在歐洲與希臘，多半被視為跟「悲哀」、「絕望」、「哀愁」等相關的悲傷之花。因為金盞花的花期非常長，所以也有「忍耐」之意。如果用於墓前，則有「離別之痛」的意思。
189,金盞菊,花語,惜別、離別之痛
190,金銀花,花語,獻愛、誠愛
191,金鳳花,花語,智慧
192,金橘,花語,招財進寶
193,金縷梅,花語,靈感
194,長春花,花語,是一種適應能力強，可以忍受高溫、又可以耐寒的一種花朵。因此它的花語是「堅貞」，象徵著一種吃苦耐勞的韌性。​​此外，也有「愉快的回憶」和「青春永駐」的意思。
195,阿里山龍膽,花語,寂靜的藍調，擁抱悲傷的靈魂。
196,阿勃勒,花語,金色的花瓣，象徵著泰國皇室，同時也代表著「金色之戀」。它的花語有很可愛俏皮的意涵，代表著「生命就該浪費在美好的事物上」。
197,附子,花語,敬意
198,非洲菊,花語,永遠快樂
199,星辰花,花語,永不變心
200,春番紅花,花語,青春之樂
201,枸櫞,花語,不懂幽默的美人
202,柏樹,花語,永葆青春
203,洋甘菊,花語,越挫越勇、苦難中的力量
204,洋牡丹,花語,極具魅力
205,洋桔梗,花語,真誠不變的愛
206,洋繡球,花語,自私
207,洛神花,花語,相傳是由洛水女神的血淚幻化而成，花語意涵有「等待」、「寧靜」、「希望」、「信仰」
208,秋海棠,花語,自古以來不少文人對秋海棠情有獨鍾，其中最著名的故事就是宋代著名詞人陸游和愛人唐婉被迫分離之際，贈送一盆秋海棠，因此在東方有「斷腸、苦戀」之意；在西方，則有多種意涵──「獨特」、「感激」、「和諧」、「渴望」、「謹慎」，以及「即將到來的不幸」等
209,紅山茶,花語,天生麗質
210,紅色三色堇,花語,思慮，屬性火
211,紅色天竺葵,花語,你在我的腦海揮之不去
212,紅色仙客,花語,你真漂亮
213,紅色彼岸花,花語,「絕望的愛情」，代表著生死離別，永不相戀，也有「地獄之花」的稱號。
214,紅色的風信子,花語,讓人感動的愛
215,紅色素菊玫瑰,花語,我愛你
216,紅色康乃馨,花語,象徵愛、驕傲和欽佩
217,紅色野薑花,花語,象徵著像火焰一樣的「熱情」，也代表著「力量」，也因此有時候被當作玫瑰花的替代品。
218,紅色蝴蝶蘭,花語,象徵仕途順暢，生活幸福美滿。
219,紅色繡球花,花語,團聚
220,紅色鬱金香,花語,完美的愛或是深沉的愛。
221,紅豆,花語,相思
222,紅玫瑰,花語,熱戀，我愛你
223,紅花,花語,差別
224,紅掌,花語,大展宏圖
225,紅菊花,花語,是愛的象徵
226,紅楓,花語,熱忱
227,紅薔薇,花語,熱戀
228,紅鬱金香,花語,愛的告白
229,美人蕉,花語,堅實
230,胡枝子,花語,沈思、害羞
231,苜蓿花,花語,誓言
232,苜蓿花（紫）,花語,難得一見的四葉苜蓿，花語是“幸運”
233,苜蓿草,花語,快樂
234,茉莉,花語,莫離
235,茉莉花,花語,你是我的
236,風信子,花語,永遠的懷念
237,風信子白色,花語,暗戀。純潔清淡或不敢表露的愛
238,風信子紅色,花語,感謝你，讓人感動的愛（你的愛充滿我心中）
239,風信子桃紅色,花語,代表熱情
240,風信子粉色,花語,傾慕、浪漫
241,風信子淡紫色,花語,輕柔的氣質、浪漫的情懷。悲傷。
242,風信子淡綠,花語,如果你想沒有秘密，必先擁有善良的心。
243,風信子深藍色,花語,因愛而有些憂郁
244,風信子紫色,花語,悲傷、憂郁的愛。道歉、後悔。（得到我的愛，你一定會幸福快樂）
245,風信子黃色,花語,有你我就很幸福。
246,風信子藍色,花語,高貴濃郁，恒心、貞操、彷佛見到你一樣高興。
247,風信子白色,花語,適度可愛
248,風信子紅色,花語,嫉妒
249,風信子紫色,花語,競技
250,風鈴草,花語,溫柔的愛
251,飛燕草,花語,輕薄
252,香水百合,花語,純潔高貴
253,香雪蘭,花語,純潔
254,香橡,花語,刻毒之美
255,香擯玫瑰,花語,夢幻的感覺
256,香檳玫瑰,花語,我只鍾情你一個愛上你是我今生最大的幸福，想你是我最甜蜜的痛苦，和你在一起是我的驕傲，沒有你的我就像一隻迷失了航線的船。
257,姬金魚草,花語,請察覺我的愛意。
258,宮燈百合,花語,祈禱，對祖國給予的思念
259,時鐘花,花語,愛在你身邊
260,桂花,花語,因為它強烈的芬芳，在中國古代象徵著「忠貞不屈」以及「芳烈之士」。
261,桃花,花語,花語：你是我的俘虜、長命百歲
262,桔梗,花語,真誠不變的愛
263,桔梗花,花語,真誠不變的愛
264,桔梗花丸葉桔梗,花語,屈服、悲傷
265,桔梗花白色,花語,一生只愛你一個
266,海芋,花語,希望雄壯之美
267,海芋花白色,花語,（同學、朋友 、青春活力
268,海芋花紅色,花語,愛情「我喜歡你」
269,海芋花粉紅色,花語,誠意
270,海芋花黃色,花語,摯友 、情誼高貴、志同道合
271,海棠花,花語,溫和、美麗。海棠無香，是因為暗戀去了，它怕人聞出心事，所以舍了香
272,烏頭花,花語,不喜見人的
273,琉璃苣,花語,勇氣 勇敢
274,粉色康乃馨,花語,象徵著女人或母親的愛
275,粉色薔薇,花語,象徵愛的誓言
276,粉玫瑰,花語,初戀，燦爛的笑容
277,粉紅色山茶花,花語,是你的愛讓我越變越美麗
278,粉紅色天竺葵,花語,很高興能陪在你身邊
279,粉紅色的鬱金香,花語,象徵幸福和自信。
280,粉紅色海芋,花語,代表「真誠」。
281,粉紅色薔薇,花語,我要與你過你輩子
282,粉薔薇,花語,愛的誓言
283,茶花,花語,你值得敬慕
284,茶梅（白）,花語,理想的愛
285,茶梅（紅）,花語,清雅、謙讓
286,迷失香,花語,留住回憶
287,迷迭香,花語,回憶不想忘記得過去紀念
288,馬蹄蓮,花語,忠貞不渝，永結同心、吉祥如意
289,堇花非洲堇,花語,關懷我吧堇花三色堇：思念，思慮，沉思
290,堇花紫色三色堇,花語,沉默不語
291,堇花黃色三色堇,花語,憂喜參半
292,密蒙花,花語,請幸福到來
293,常春藤,花語,友情
294,康乃馨,花語,象徵著驕傲和美麗。
295,康乃馨（白）,花語,吾愛永在、真情、純潔
296,康乃馨（紅）,花語,相信你的愛
297,康乃馨（粉紅）,花語,熱愛、亮麗
298,康乃馨（黃）,花語,輕蔑
299,康乃馨白色,花語,純粹的愛
300,康乃馨紅色,花語,母愛
301,康乃馨粉色,花語,女性的愛
302,彩葉草,花語,絕望的戀情
303,情人草,花語,完美愛情
304,敗醬,花語,純潔的戀情
305,晚香玉,花語,危險的歡愉
306,曼佗羅,花語,不可欲知的死亡和愛
307,曼陀羅,花語,因為劇烈的毒性和致幻效果，具有強烈的宗教色彩，在西方，多半被視為邪惡的象徵，花語有「力量」、「謹慎」；在原產地東方，則針對不同顏色賦予更多花語意涵：
308,曼陀羅白色,花語,情花，如用酒吞服，會使人發笑，有麻醉作用。是天上開的花，白色而柔軟，見此花者，惡自去除。
309,曼陀羅金色,花語,敬愛、天生的幸運兒、不止息的幸福
310,曼陀羅紅色,花語,血腥的愛
311,曼陀羅粉色,花語,適宜
312,曼陀羅紫色,花語,恐怖
313,曼陀羅黑色,花語,死亡、顛沛流離的愛、被傷害的心、不可預知的黑暗
314,曼陀羅綠色,花語,生生不息的希望
315,曼陀羅藍色,花語,詐欺
316,梅花,花語,象徵著「堅忍不拔」、「貞潔」、「高貴」、「克服逆境」。因為即使在被霜凍覆蓋的情況下，梅花也能綻放，是古人象徵「高潔孤傲」、「品格堅強」的花種。
317,梅花白梅,花語,純潔、堅貞不屈
318,梅花紅梅,花語,堅貞不屈、欺霜傲雪、艷麗迷人
319,梅花臘梅,花語,純潔、堅強、默默無聞、無私奉獻
320,梔子花,花語,永恆的愛一生的守侯我們的愛
321,梔枝,花語,清雅
322,梨花,花語,時常出現在中國文學中，因純白、小巧的外型和長壽的生命，有「純潔」、「長壽」和「不朽」之意，不過因「梨」諧音「離」，所以也有「離別」之意，在西方則有「健康」、「希望」的涵義。
323,深紅色薔薇,花語,只想和你在一起
324,牽牛花,花語,愛情永固
325,牽牛花愛麗絲,花語,勇於追求愛情、穩重
326,牽牛花矮牽牛,花語,安全感、與你同心
327,荷花,花語,清白、堅貞純潔、忠貞和愛情、孤傲、冰清玉潔、自由脫俗
328,荷花蓮花白荷花語,花語,懷念；戀情的喜悅
329,荷花蓮花青荷花,花語,又叫青蓮，李白的號就是青蓮居士。青蓮，象徵文人、清正廉潔、隱逸
330,荷花蓮花紅荷花,花語,父親之花、堅毅、勇敢 黃楊 堅定、冷靜
331,荷花蓮花陸荷花,花語,譴責
332,荷花蓮花雪片蓮,花語,純潔的心
333,荷花蓮花雪蓮,花語,清韻出塵
334,荷花蓮花紫荷花,花語,浪漫、清純、銷魂、甜美的愛
335,荷花蓮花黃荷花,花語,純潔、寧靜、祥和
336,荷花蓮花睡蓮,花語,依賴、純潔、甜美，也有美夢、暫時碌碌無為後再度一鳴驚人的意思。
337,荷花蓮花銀荷花,花語,期待；沒有結果的戀情
338,荼蘼,花語,末路的美、感情的終結
339,連翹,花語,預料
340,野生水仙花,花語,敬意
341,野荀麻花,花語,相愛
342,野薔薇,花語,浪漫的愛情
343,雪花,花語,希望
344,雪割草,花語,忍耐
345,雪蓮花,花語,祈願願望達成後的安慰
346,鳥不宿,花語,慎重
347,鹿子草,花語,親切
348,麥杆菊,花語,永恆的記憶
349,棉花,花語,珍惜眼前人、珍惜眼前的幸福
350,棕櫚,花語,勝利
351,番紅花,花語,青春的快樂
352,紫丁香,花語,代表著「純潔的初戀」
353,紫色三色堇,花語,沉默不語，屬性暗
354,紫色鳶尾,花語,智慧和讚美
355,紫色繡球花,花語,浪漫和繁榮
356,紫玫瑰,花語,珍惜的愛
357,紫花鳳仙花,花語,吹拂著微風，哼唱著夏天的歌
358,紫苑,花語,代表「智慧」、「愛」、「信念」。隨著花瓣顏色不同，紫苑有不一樣的象徵，像是紫色紫苑是最常見的，象徵「智慧」、「忠誠」；白色紫苑，則象徵「純真」；粉色紫苑，象徵「感性」、「愛」。
359,紫茉莉,花語,「猜疑」、「膽怯」和「猜想」。
360,紫菀,花語,回憶
361,紫陽花,花語,又稱作「繡球花」，因為在日本儘管是梅雨時節，它仍然不顧一切地綻放著可愛花瓣，因此它的花語是「極富忍耐力和包容力」、「給人希望」。
362,紫雲英,花語,沒有愛的期待
363,紫滕花,花語,對你執著，最幸福的時刻
364,紫羅蘭,花語,感情的監禁，機敏，對我而言你永遠那麼美
365,紫藤花,花語,壽命很長，甚至可以活到長達千年之久，因此象徵「長壽」與「不朽」。它的花語是「永遠不離開的愛」、「沈迷的愛」
366,菊花,花語,代表著「清淨、高潔」、「重生」、「生命」，也是傳統中國重陽節重要的花種：「待到重陽日，還來就菊花。」
367,菊花大波斯菊白,花語,純潔
368,菊花大波斯菊紅,花語,堅強
369,菊花大波斯菊,花語,少女純情
370,菊花六月菊,花語,別離
371,菊花冬菊,花語,別離
372,菊花瓜葉菊,花語,快樂 ，喜悅快活
373,菊花白日菊,花語,永失我愛
374,菊花矢車菊,花語,纖細、優雅、單身的幸福
375,菊花法國小菊,花語,忍耐
376,菊花波斯菊,花語,純真并永遠快樂著
377,菊花非洲菊扶郎花,花語,神秘、興奮
378,菊花春菊,花語,為愛情占卜
379,菊花麥桿菊,花語,永恒的記憶、刻畫在心
380,菊花萬壽菊,花語,友情
381,菊花瑪格烈菊,花語,預言
382,菊花翠菊,花語,追想、可靠的愛情、請相信我
383,菊花藍色水菊,花語,善變固執無情的你
384,菊花雙瓣翠菊,花語,我與你分享哀樂
385,菊花雛菊延命菊,花語,愉快、幸福、純潔、天真、和平、希望、美人、深埋心底的愛
386,菊花鱗托菊,花語,永遠的愛
387,菖蒲,花語,相信者的幸福
388,黃水仙花,花語,重溫愛情
389,黃色三色堇,花語,憂喜參半，屬性土
390,黃色百合花,花語,象徵著感恩、歡樂和友誼，非常適合用來表達「謝謝你」，拿來送給想要表達謝意的朋友唷！
391,黃色海芋,花語,代表「志同道合」。
392,黃色蒲公英,花語,象徵著「開朗」。
393,黃色蝴蝶蘭,花語,象徵事業發達，生意興隆。
394,黃玫瑰,花語,腿色的愛
395,黃菊花,花語,代表著「悲傷的愛」或是「被忽視的愛」
396,黃薔薇,花語,永恆的微笑
398,黑色曼佗羅,花語,無間的愛和復仇，絕望的愛，不可預知的死亡和愛
399,黑玫瑰,花語,多半代表著死亡與哀悼，但是獨特少見的黑玫瑰卻有「霸道之愛」的意思 ── 象徵著「你永遠只屬於我」，非常適合想要霸氣示愛的情侶們！
400,黑桑,花語,生死
401,黑種草,花語,清新的愛
402,黑蝶紫,花語,黑暗的世界
403,愛麗絲,花語,想你
404,愛麗絲花,花語,好消息想你
405,楊柳,花語,依依不捨
406,楓樹,花語,赤心坦誠、謝絕
407,楓樹紅楓,花語,熱忱
408,楓樹楓,花語,自制
409,溪蘇,花語,憤慨
410,聖光花,花語,光的庇佑
411,聖誕花,花語,美滿冷漠，會受苦
412,聖誕紅,花語,常見於耶誕時節，但它除了象徵著「聖誕祝福」以外，也因為其花色鮮紅，長時間不褪色，象徵著「永恆的生命」。同時也因為它熱情如火的顏色，也有著「我的心在燃燒」的花語。
413,聖誕薔薇,花語,追憶的愛情
414,萬壽菊,花語,因為花期非常長的特性，代表著「長壽」、「青春永駐」之意。
415,葵花天竺葵,花語,偶然的相遇
416,葵花向日葵,花語,沉默的愛、愛慕、光輝、忠誠
417,葵花紅色天竺葵,花語,你在我腦海揮之不去
418,葵花粉紅天竺葵,花語,很高興能陪在你身邊
419,虞美人,花語,安慰
420,虞美人白色,花語,睡眠
421,虞美人紅色,花語,虛榮
422,虞美人淡紅,花語,安慰
423,虞美人深紅,花語,狂熱，夢想
424,解語花,花語,溫婉、 恬靜 、美麗、 絕塵 、比花花解語、比玉玉生香
425,鈴蘭,花語,幸福再次降臨、沒有陰霾的純粹
426,鈴蘭花,花語,通常被認為跟傳統的女性價值觀有關，如貞潔、母性、甜蜜和純潔。 鈴蘭的花語為「幸福的回歸」。
427,鼠尾草,花語,聞名於它的治療效果，同時也是祭司在占卜儀式中經常使用的道具，讓鼠尾草被視為知識、神聖的泉源，蒙上一層神秘色彩。花語涵意有「長壽」、「智慧」、「尊貴」、「健康」。
428,滿天星,花語,純粹的愛，幸福
429,熏衣草,花語,等待愛情
430,瑪格麗特,花語,代表著「暗戀」、「預言之花」，因其被用來一片片的摘下花瓣，等到最後一瓣摘下後，便可以得知對方的心意。
431,睡蓮,花語,睡蓮的外表，就帶給人們一種不諳世事、天真無邪的感覺，它的花語同時也代表著「純潔」、「潔淨」、「純真」，在古希臘中，也作為用來供奉女神的一種神聖花朵。
432,福壽草,花語,回憶
433,翠菊,花語,追想可靠的愛情、請相信我
434,翡翠風,花語,隨風而去
435,臺灣火刺木,花語,熱情似火，如果實般紅艷
436,臺灣冷杉,花語,突破限制，屹立不搖的毅力與耐力。
437,臺灣扁核木,花語,無畏之花，寒冬悄悄綻放之白色花朵。
438,臺灣鈴木草,花語,與春共舞，欣欣向榮
439,蒲公英,花語,開朗、停不了的愛，無法停留的愛。
440,蒲公英飛箭蒲公英,花語,冠以飛箭之名的蒲公英，花語是瞄準彈珠
441,蒲公英紫,花語,呈淡紫色的蒲公英，花語是傳說的紫色
442,蓍草,花語,安慰
443,銀杏,花語,除了它那有獨特氣味的果實和有優雅扇形的葉子外，大多數人都會想到它長壽、堅挺不拔的形象，因此它的花語多半和這樣的形象有關，象徵「堅韌而沉著」、「永恆的愛」，和「純潔的愛」。
444,銀蓮花,花語,代表著「沒有結果的愛情」、「漸漸淡薄的愛情」。這個花語的由來是源自希臘神話，因花神芙洛拉妒忌阿蓮莫蓮和風神的愛情，就把阿蓮莫蓮變成了銀蓮花，讓他們永遠無法戀愛。
